
---------- Begin Simulation Statistics ----------
simSeconds                                   0.008784                       # Number of seconds simulated (Second)
simTicks                                   8783970300                       # Number of ticks simulated (Tick)
finalTick                                  8783970300                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     86.14                       # Real time elapsed on the host (Second)
hostTickRate                                101968708                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8525288                       # Number of bytes of host memory used (Byte)
simInsts                                     14793986                       # Number of instructions simulated (Count)
simOps                                       17433143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   171736                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     202372                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                         14938726                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        19730893                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   274929                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       19597299                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  60525                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2572678                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            983097                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               29929                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            14899126                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.315332                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.206965                       # Number of insts issued each cycle (Count)
system.l2cache.tags.occupanciesTaskId::232        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::233        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::234        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::235        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::236        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::237        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::238        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::239        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::240        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::241        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::242        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::243        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::244        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::245        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::246        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::247        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::248        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::249        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::250        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::251        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::252        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::253        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::254        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::255        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::256        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::257        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::258        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::259        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::260        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::261        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::262        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::263        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::264        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::265        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::266        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::267        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::268        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::269        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::270        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::271        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::272        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::273        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::274        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::275        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::276        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::277        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::278        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::279        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::280        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::281        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::282        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::283        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::284        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::285        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::286        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::287        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::288        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::289        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::290        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::291        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::292        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::293        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::294        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::295        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::296        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::297        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::298        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::299        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::300        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::301        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::302        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::303        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::304        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::305        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::306        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::307        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::308        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::309        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::310        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::311        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::312        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::313        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::314        15985                       # Occupied blocks per task id (Count)
system.l2cache.tags.occupanciesTaskId::315        15985                       # Occupied blocks per task id (Count)
