
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001874                       # Number of seconds simulated (Second)
simTicks                                   1874187672                       # Number of ticks simulated (Tick)
finalTick                                  1874187672                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     21.06                       # Real time elapsed on the host (Second)
hostTickRate                                 88978639                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8522952                       # Number of bytes of host memory used (Byte)
simInsts                                      4848347                       # Number of instructions simulated (Count)
simOps                                        4855231                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   230177                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     230504                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           588                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage     1.100000                       # Voltage in Volts (Volt)
system.cpu.numCycles                          3187395                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         4948685                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      192                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        4916244                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1700                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                93645                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             69141                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  48                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3133145                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.569108                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.891343                       # Number of insts issued each cycle (Count)
system.l2cache.tags.ageTaskId_300::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_300::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_300::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_300::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_301::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_301::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_301::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_301::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_301::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_302::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_302::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_302::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_302::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_302::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_303::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_303::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_303::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_303::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_303::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_304::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_304::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_304::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_304::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_304::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_305::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_305::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_305::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_305::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_305::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_306::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_306::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_306::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_306::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_306::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_307::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_307::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_307::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_307::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_307::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_308::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_308::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_308::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_308::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_308::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_309::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_309::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_309::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_309::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_309::4              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_310::0              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_310::1              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_310::2              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_310::3              962                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_310::4              962                       # Occupied blocks per task id, per block age (Count)
